breadcrumbs_string,product_url,category,product_name,price,image_url,avaiable_sizes,coordinated_product,coordinated_price,coordinated_product_number,coordinated_product_imageurl,coordinated_product_pageurl,title_of_description,general_description,general_description_itemized,tale_of_size,rating,no. of rating,reviewer_data,keywords
トップ/ メンズ/ ウェア・服/ トップス/ パーカー(フーディー)/ スポーツウェア/ Z.N.E./ Z.N.E. プレミアム フルジップ フード付きトラックジャケット,https://shop.adidas.jp/product/IR5228,スポーツウェア,Z.N.E. プレミアム フルジップ フード付きトラックジャケット,"15,400",https://shop.adidas.jp//photo/IR/IR5228/s-IR5228-on_model-standard_view-5ghXh1tvCi.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を使用した、プレミアムなトラックジャケット。,忙しさの合間に必要不可欠なのが、休息の時間。力を抜いて、メンタル面でもバランスを取り戻すことが大切。このフルジップパーカーは、そこに到達するのを後押ししてくれる。この上ない快適な着心地をもたらす4方向に伸縮する上質な素材と、爽やかな感触を保つ汗を吸収するAEROREADYテクノロジーを採用している。背中のZ.N.E.のグラフィックがアクセント。ヘッドホンをつけてフードを被り、自分の心を見つめる時間を作ろう。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,"ルーズフィットフルジップ綿56％ / ポリエステル40％ / ポリウレタン4％（ダブルニット）4方向に伸縮するソフトな生地AEROREADYフロントにジップポケットリブ仕上げの袖口と裾背面センターに""Z.N.E.""のグラフィック商品番号：IR5228色：セミルシッドブルー",,,,,"ウェア・服, トップス, パーカー(フーディー), ジャージ, スポーツウェア, Z.N.E., MINI ME（ミニミー）, リオネル・メッシ, エアロレディ, リサイクル素材と再生可能素材, IKU93"
トップ/ メンズ/ ウェア・服/ アウター/ ジャケット/ スポーツウェア/ 24/7 レギュラーフィット AEROREADY デニム トラックジャケット,https://shop.adidas.jp/product/IS5160,スポーツウェア,24/7 レギュラーフィット AEROREADY デニム トラックジャケット,"9,570",https://shop.adidas.jp//photo/IS/IS5160/s-IS5160-on_model-standard_view-FRhWM8U9aF.jpg,"S, M, L, XL, 2XL, 3XL",,,,,,リサイクル素材を一部使用した、AEROREADYトラックジャケット。,このアディダスの24/7 トラックジャケットを着て、前へ進もう。吸湿性を発揮するテクノロジー、AEROREADYが爽やかな着心地をキープするから、汗を気にせず次の動きに集中できる。デニムのような見た目の汎用性に優れたダブルニット素材が、どんなアイテムと合わせても適度な重量感をもたらし、リブ仕上げのカフが袖がずり上がるのを防いでくれる。どんな一日も乗り切れそうな快適な一着。 この製品にはリサイクル素材を100%使用。製造された製品の素材をリユースすることで、ゴミの量、限りある資源への依存、そしてアディダス製品のフットプリントを減らすことにつながる。,"レギュラーフィットフルジップ / スタンドカラーポリエステル100%（ダブルニット）AEROREADYフロントポケットリブ仕上げの袖口と裾商品番号：IS5160色：レジェンドインク生産国：Pakistan,Vietnam",,,,,"ウェア・服, アウター, ジャケット, ジャージ, スポーツウェア, エアロレディ, リサイクル素材一部使用, JSY35"
トップ/ メンズ/ ウェア・服/ アウター/ ジャケット/ スポーツウェア/ 24/7 レギュラーフィット AEROREADY デニム トラックジャケット,https://shop.adidas.jp/product/IS5161,スポーツウェア,24/7 レギュラーフィット AEROREADY デニム トラックジャケット,"9,570",https://shop.adidas.jp//photo/IS/IS5161/s-IS5161-on_model-standard_view-61BJ49Mr4z.jpg,"S, M, L, XL, 2XL, 3XL",,,,,,リサイクル素材を一部使用した、AEROREADYトラックジャケット。,このアディダスの24/7 トラックジャケットを着て、前へ進もう。吸湿性を発揮するテクノロジー、AEROREADYが爽やかな着心地をキープするから、汗を気にせず次の動きに集中できる。デニムのような見た目の汎用性に優れたダブルニット素材が、どんなアイテムと合わせても適度な重量感をもたらし、リブ仕上げのカフが袖がずり上がるのを防いでくれる。どんな一日も乗り切れそうな快適な一着。 この製品にはリサイクル素材を100%使用。製造された製品の素材をリユースすることで、ゴミの量、限りある資源への依存、そしてアディダス製品のフットプリントを減らすことにつながる。,"レギュラーフィットフルジップ / スタンドカラーポリエステル100%（ダブルニット）AEROREADYフロントポケットリブ仕上げの袖口と裾商品番号：IS5161色：ブラック生産国：Pakistan,Vietnam",,,,,"ウェア・服, アウター, ジャケット, ジャージ, スポーツウェア, エアロレディ, リサイクル素材一部使用, JSY35"
トップ/ ユニセックス/ バスケットボール/ ウェア・服/ アウター/ ジャケット/ THE 2024 COLLECTION/ バスケットボール 起毛トラックジャケット,https://shop.adidas.jp/product/IT2470,バスケットボール,バスケットボール 起毛トラックジャケット,"20,900",https://shop.adidas.jp//photo/IT/IT2470/s-IT2470-on_model-standard_unisex_pair_shot-f4N8kFGYKK.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用した、バスケットボールジャケット。,アディダス バスケットボールの、フォルム、機能、そして色使いに対するこだわりが、新たな次元に入った。現代のアスリートのニーズに応える、選び抜かれたコレクションが始動。このバスケットボール トラックジャケットは、上質なリサイクルポリエステルの起毛トリコットファブリックを使用。スタンドカラーとフルジップ仕様で、クラシックなルックスにまとめている。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,レギュラーフィットフルジップ / スタンドカラーポリエステル100％（起毛トリコット）フロントジップポケットリブ仕上げの袖口と裾前と後ろにプレミアムプリント様々なサイズ、ジェンダー、体型を考慮して、すべてのジェンダーに合うように構築したシステム、UNITEFITを採用している。商品番号：IT2470色：ミネラルグリーン,,,,,"ウェア・服, アウター, ジャケット, ジャージ, バスケットボール, THE 2024 COLLECTION, リサイクル素材と再生可能素材, バスケットボールウェア・服, JTT13"
トップ/ ユニセックス/ バスケットボール/ ウェア・服/ アウター/ ジャケット/ THE 2024 COLLECTION/ バスケットボール 起毛トラックジャケット,https://shop.adidas.jp/product/IT2471,バスケットボール,バスケットボール 起毛トラックジャケット,"20,900",https://shop.adidas.jp//photo/IT/IT2471/s-IT2471-on_model-standard_unisex_pair_shot-LaOKPIuP0v.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用した、バスケットボールジャケット。,アディダス バスケットボールの、フォルム、機能、そして色使いに対するこだわりが、新たな次元に入った。現代のアスリートのニーズに応える、選び抜かれたコレクションが始動。このバスケットボール トラックジャケットは、上質なリサイクルポリエステルの起毛トリコットファブリックを使用。スタンドカラーとフルジップ仕様で、クラシックなルックスにまとめている。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,レギュラーフィットフルジップ / スタンドカラーポリエステル100％（起毛トリコット）フロントジップポケットリブ仕上げの袖口と裾前と後ろにプレミアムプリント様々なサイズ、ジェンダー、体型を考慮して、すべてのジェンダーに合うように構築したシステム、UNITEFITを採用している。商品番号：IT2471色：カーボン,,,,,"ウェア・服, アウター, ジャケット, ジャージ, バスケットボール, THE 2024 COLLECTION, リサイクル素材と再生可能素材, バスケットボールウェア・服, JTT13"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ スポーツウェア/ Z.N.E./ Z.N.E. クォータージップ トラックジャケット（ジャージ）,https://shop.adidas.jp/product/IS3899,スポーツウェア,Z.N.E. クォータージップ トラックジャケット（ジャージ）,"12,100",https://shop.adidas.jp//photo/IS/IS3899/s-IS3899-on_model-standard_view-rXrm6EnzXq.jpg,"S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用した、ゆったり着られるジャケット。,旅行、あるいは行き先が決まっていないときでも、このジャケットと共に家を出よう。ソフトで丈夫な生地を使用したリラックスフィットの作りで、どこに向かうときでもスタイリッシュに着こなせる。リブ仕上げのカフが手首にフィットして冷気をブロックし、AEROREADYが汗を素早く吸収してくれるから、ドライで快適な着心地が続く。 リサイクルを選択することで、すでに製造された素材を再利用することができ、ゴミの削減につながる。また、再生可能素材を選択することも、限りある資源への依存を減らすことになる。この製品は、リサイクル素材や再生可能素材をブレンドしたものを70%以上使用している。,ルーズフィットクォータージップ / スタンドカラー綿56％ / ポリエステル40％ / ポリウレタン4％（ダブルニット）ソフトなストレッチ素材AEROREADYフロントポケットリブ仕上げの袖口と裾リサイクル・再生可能素材を70%以上使用商品番号：IS3899色：プリラブドフィグ,,,,,"ウェア・服, トップス, ジャージ, スポーツウェア, Z.N.E., エアロレディ, リサイクル素材と再生可能素材, KLT37"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ スポーツウェア/ アイコン/ フューチャーアイコン バッジ オブ スポーツ トラックジャケット（ジャージ）,https://shop.adidas.jp/product/IS9595,スポーツウェア,フューチャーアイコン バッジ オブ スポーツ トラックジャケット（ジャージ）,"10,450",https://shop.adidas.jp//photo/IS/IS9595/s-IS9595-on_model-standard_view-Who1S3Eh0P.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクルと再生可能素材を一部使用したトラックジャケット。,背面に配した大きなバッジ オブ スポーツが、ひときわ目を引くトラックジャケット。ソフトなコットン混紡生地が、旅行中や家でくつろいでいるときも快適な着心地をもたらす。アスレチックなデザインのエフォートレスな雰囲気は、普段使いの着こなしにぴったり。リサイクル素材を選択することで、既に製造された製品の素材を再利用することができ、それがゴミの削減につながる。また、再生可能素材を選択することでも、限りある資源への依存を減らすことができる。このアディダス製品は、リサイクル素材や再生可能素材をブレンドしたものを70%以上使用している。,レギュラーフィットフルジップ / スタンドカラー綿64% / ポリエステル36%（インターロック）前にポケットリブ仕上げの袖口と裾背面に大きなアディダス バッジ オブ スポーツのパフプリントリサイクル・再生可能素材を70%以上使用商品番号：IS9595色：セミルシッドブルー,,,,,"ウェア・服, トップス, ジャージ, スポーツウェア, アイコン, リサイクル素材と再生可能素材, KOI21"
トップ/ ユニセックス/ スケートボーディング/ ウェア・服/ アウター/ ジャケット/ オリジナルス/ ファイヤーバード/ スケートボーディング ファイヤーバード トラックジャケット（ジェンダーニュートラル）,https://shop.adidas.jp/product/IU0116,オリジナルス,スケートボーディング ファイヤーバード トラックジャケット（ジェンダーニュートラル）,"12,100",https://shop.adidas.jp//photo/IU/IU0116/s-IU0116-on_model-standard_unisex_pair_shot-uHnClcLtNu.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,クラシックなジャージにインスパイアされた、機能的なスケートボーディングウェア。,アイコニックなシルエットをスケートボード用に再解釈。リサイクルポリエステルとリップストップ素材を使用した、アディダスのスケートボーディング ファイヤーバード トラックジャケット。ヘリテージのデザインにモダンなディテールを施した一着。クラシックなフルジップのスタンドカラーデザインに2つのジップポケットを装備。アーカイブのデザインをスケートボーディング用定番アイテムにアップデートしている。様々なサイズ、ジェンダー、体型を考慮して、すべてのジェンダーに合うように構築したシステム、UNITEFITを採用してデザインされている。リサイクル素材を選択することで、既に製造された製品の素材を再利用することができ、それがゴミの削減につながる。また、再生可能素材を選択することでも、限りある資源への依存を減らすことができる。これらのアディダス製品は、リサイクル素材や再生可能素材をブレンドしたものを70%以上使用している。,レギュラーフィットフルジップ / スタンドカラー綿57% / ポリエステル40% / ポリウレタン3%（リップストップ）フロントポケット伸縮性のある袖口と裾リサイクル・再生可能素材を70%以上使用商品番号：IU0116色：カーボン/アイボリー,,,,,"ウェア・服, アウター, ジャケット, ジャージ, オリジナルス, スケートボーディング, ファイヤーバード, リサイクル素材と再生可能素材, スケートボーディングウェア・服, KOO85"
トップ/ メンズ/ ウェア・服/ トップス/ パーカー(フーディー)/ スポーツウェア/ Z.N.E./ Z.N.E. プレミアム フルジップ フード付きトラックジャケット,https://shop.adidas.jp/product/IN5090,スポーツウェア,Z.N.E. プレミアム フルジップ フード付きトラックジャケット,"12,320",https://shop.adidas.jp//photo/IN/IN5090/s-IN5090-on_model-standard_view-VtxOteHalx.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を使用した、プレミアムなトラックジャケット。,忙しさの合間に必要不可欠なのが、休息の時間。力を抜いて、メンタル面でもバランスを取り戻すことが大切。このフルジップパーカーは、そこに到達するのを後押ししてくれる。この上ない快適な着心地をもたらす4方向に伸縮する上質な素材と、爽やかな感触を保つ汗を吸収するAEROREADYテクノロジーを採用している。背中のZ.N.E.のグラフィックがアクセント。ヘッドホンをつけてフードを被り、自分の心を見つめる時間を作ろう。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,"ルーズフィットフルジップ綿56％ / ポリエステル40％ / ポリウレタン4％（ダブルニット）4方向に伸縮するソフトな生地AEROREADYフロントにジップポケットリブ仕上げの袖口と裾背面センターに""Z.N.E.""のグラフィック商品番号：IN5090色：オリーブストレータ",,,,,"ウェア・服, トップス, パーカー(フーディー), ジャージ, スポーツウェア, Z.N.E., MINI ME（ミニミー）, リオネル・メッシ, エアロレディ, リサイクル素材と再生可能素材, IKU93"
トップ/ メンズ/ ウェア・服/ トップス/ パーカー(フーディー)/ スポーツウェア/ Z.N.E./ Z.N.E. プレミアム フルジップ フード付きトラックジャケット,https://shop.adidas.jp/product/IN5092,スポーツウェア,Z.N.E. プレミアム フルジップ フード付きトラックジャケット,"12,320",https://shop.adidas.jp//photo/IN/IN5092/s-IN5092-on_model-standard_view-MRswJWKsSY.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を使用した、プレミアムなトラックジャケット。,忙しさの合間に必要不可欠なのが、休息の時間。力を抜いて、メンタル面でもバランスを取り戻すことが大切。このフルジップパーカーは、そこに到達するのを後押ししてくれる。この上ない快適な着心地をもたらす4方向に伸縮する上質な素材と、爽やかな感触を保つ汗を吸収するAEROREADYテクノロジーを採用している。背中のZ.N.E.のグラフィックがアクセント。ヘッドホンをつけてフードを被り、自分の心を見つめる時間を作ろう。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,"ルーズフィットフルジップ綿56％ / ポリエステル40％ / ポリウレタン4％（ダブルニット）4方向に伸縮するソフトな生地AEROREADYフロントにジップポケットリブ仕上げの袖口と裾背面センターに""Z.N.E.""のグラフィック商品番号：IN5092色：ホワイト生産国：Indonesia",,,,,"ウェア・服, トップス, パーカー(フーディー), ジャージ, スポーツウェア, Z.N.E., MINI ME（ミニミー）, リオネル・メッシ, エアロレディ, リサイクル素材と再生可能素材, IKU93"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー クラシック/ アディカラー クラシックス SSTトラックジャケット（ジャージ）,https://shop.adidas.jp/product/IL2494,オリジナルス,アディカラー クラシックス SSTトラックジャケット（ジャージ）,"7,920",https://shop.adidas.jp//photo/IL/IL2494/s-IL2494-on_model-standard_view-HVURI3Z9Up.jpg,"XS, S, M, L, XL, 2XL, 3XL, 4XL, 5XL",,,,,,リサイクル&再生可能素材を使用した、クラシックなトラックジャケット。,誰だっていいトラックジャケットを探しているはず。これがキミの一着。ソフトなインターロック生地を採用したこのアディダスのマストハブアイテムは、インスピレーション源とするアーカイブデザインを忠実に再現。トレフォイルロゴの刺しゅうとスリーストライプスがクラシックなスタイルを讃えている。リブ編みの裾と袖口で、必要な箇所にしっかりしたフィット感を持たせている。さらに、フロントはフルジップ仕様だから、重ね着すれば身体を暖かく保て、ジップを開ければ中に着ているお気に入りのTシャツを見せられる。 リサイクル素材と再生可能素材をブレンドした生地を70%以上使用した製品。,スリムフィットフルジップ / リブ仕上げのスタンドカラーポリエステル70% / 綿30%（インターロック）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：IL2494色：ベタースカーレット/ホワイト,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, アディカラー クラシック, リサイクル素材と再生可能素材, EEP89"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディダス Rekive ウーブントラックジャケット,https://shop.adidas.jp/product/HZ0729,オリジナルス,アディダス Rekive ウーブントラックジャケット,"12,320",https://shop.adidas.jp//photo/HZ/HZ0729/s-HZ0729-on_model-standard_view-214f48vpzG.jpg,"2XSS, MXL, 2X3X",,,,,,アーカイブのディテールが光る、ルックスを一新するトラックジャケット。,毎日のワードローブに大胆なルックスで新風を吹き込む、アディダス Rekive トラックジャケット。滑らかなナイロンと軽いメッシュライニングを使用したルーズフィットジャケットは、どんな新たな冒険に挑むときにも活躍するレイヤリングアイテム。クラシックなスリーストライプスを取り入れたダイナミックな装飾は、エッジの効いたスタイルで視線を釘付けにすること間違いなし。,ルーズフィットフルジップ / スタンドカラーナイロン100%（プレーンウィーブ）メッシュの裏地ウェルトポケット伸縮性のある裾と袖口商品番号：HZ0729色：ブラック/ベタースカーレット,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, EEI74"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ クセニア・シュナイダー/ アディカラーadidasｘKSENIASCHNAIDER リプロセス ショート トラックジャケット（ジャージ）,https://shop.adidas.jp/product/II0760,オリジナルス,アディカラーadidasｘKSENIASCHNAIDER リプロセス ショート トラックジャケット（ジャージ）,"7,700",https://shop.adidas.jp//photo/II/II0760/s-II0760-on_model-standard_view-wcfmbfoDnY.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を使用した、大胆なトラックジャケット。,自分に正直でいることは、単に意識を持つこことも違う。それはスタイルにも現れる。そしてそれを決めるのは自分自身。このアディダス トラックジャケットは、コットンフレンチテリー素材のひときわ目を引くカラーブロックデザインが特徴。今回アディダスがコラボレーションしたのは、クセニアとアントン・シュナイデル夫婦が立ち上げた、キーウ拠点のファッションブティック、KSENIASCHNAIDER。胸にあしらった斜めのトレフォイルロゴが、クラシックなトラックスーツにユニークなアクセントを加えている。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,レギュラーフィットフルジップ / リブ仕上げのスタンドカラー綿100%（フレンチテリー［裏毛］）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：II0760色：マルチカラー,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, クセニア・シュナイダー, アディカラー, リサイクル素材と再生可能素材, EEK10"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー クラシック/ アディカラー クラシックス SSTトラックジャケット（ジャージ）,https://shop.adidas.jp/product/IK7025,オリジナルス,アディカラー クラシックス SSTトラックジャケット（ジャージ）,"10,560",https://shop.adidas.jp//photo/IK/IK7025/s-IK7025-02-18UdSmj0YL.jpg,"XS, S, M, L, XL, 2XL, 3XL, 4XL, 5XL",,,,,,リサイクル&再生可能素材を使用した、クラシックなトラックジャケット。,誰だっていいトラックジャケットを探しているはず。これがキミの一着。ソフトなインターロック生地を採用したこのアディダスのマストハブアイテムは、インスピレーション源とするアーカイブデザインを忠実に再現。トレフォイルロゴの刺しゅうとスリーストライプスがクラシックなスタイルを讃えている。リブ編みの裾と袖口で、必要な箇所にしっかりしたフィット感を持たせている。さらに、フロントはフルジップ仕様だから、重ね着すれば身体を暖かく保て、ジップを開ければ中に着ているお気に入りのTシャツを見せられる。 リサイクル素材と再生可能素材をブレンドした生地を70%以上使用した製品。,スリムフィットフルジップ / リブ仕上げのスタンドカラーポリエステル70% / 綿30%（インターロック）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：IK7025色：ブラック/ホワイト/ホワイト,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, アディカラー クラシック, リサイクル素材と再生可能素材, EEP89"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー Neuclassics トラックジャケット（ジャージ）,https://shop.adidas.jp/product/IB7317,オリジナルス,アディカラー Neuclassics トラックジャケット（ジャージ）,"7,315",https://shop.adidas.jp//photo/IB/IB7317/s-IB7317-on_model-standard_view-1nAQxN3Srj.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用したトラックジャケット。,驚くほどソフトで通気性に優れた素材が、この定番ジャケットのデザインの秘密となっている。立ち襟を備えたルーズフィットのフルジップスタイルは重ね着にぴったりで、思い通りのアレンジが楽しめる。携帯電話や鍵を手元にしまっておける、ジップ付きサイドポケットを装備。また、片腕にあしらったスリーストライプスがスポーティーなアクセントになっている。スポンジのような独特の風合いを持つ、柔らかなコットン混紡のスペーサー生地が快適な着心地をもたらす。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,ルーズフィットダブルフルジップの前開き / スタンドカラー綿66% / リサイクルポリエステル34%（スペーサー）柔らかな肌触り両サイドにジップポケット袖と裾にカフ商品番号：IB7317色：ブラック生産国：Cambodia,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, リサイクル素材と再生可能素材, DCN73"
トップ/ メンズ/ ウェア・服/ トップス/ パーカー(フーディー)/ スポーツウェア/ Z.N.E./ Z.N.E. プレミアム フルジップ フード付きトラックジャケット,https://shop.adidas.jp/product/IN5094,スポーツウェア,Z.N.E. プレミアム フルジップ フード付きトラックジャケット,"12,320",https://shop.adidas.jp//photo/IN/IN5094/s-IN5094-on_model-standard_view-RB9Evo7SWq.jpg,"3XLT, 5XLT, XS, S, M, L, XL, 2XL, 3XL, 4XLT",,,,,,リサイクル&再生可能素材を使用した、プレミアムなトラックジャケット。,忙しさの合間に必要不可欠なのが、休息の時間。力を抜いて、メンタル面でもバランスを取り戻すことが大切。このフルジップパーカーは、そこに到達するのを後押ししてくれる。この上ない快適な着心地をもたらす4方向に伸縮する上質な素材と、爽やかな感触を保つ汗を吸収するAEROREADYテクノロジーを採用している。背中のZ.N.E.のグラフィックがアクセント。ヘッドホンをつけてフードを被り、自分の心を見つめる時間を作ろう。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,"ルーズフィットフルジップ綿56％ / ポリエステル40％ / ポリウレタン4％（ダブルニット）4方向に伸縮するソフトな生地AEROREADYフロントにジップポケットリブ仕上げの袖口と裾背面センターに""Z.N.E.""のグラフィック商品番号：IN5094色：ワンダーシルバー",,,,,"ウェア・服, トップス, パーカー(フーディー), ジャージ, スポーツウェア, Z.N.E., MINI ME（ミニミー）, リオネル・メッシ, エアロレディ, リサイクル素材と再生可能素材, IKU93"
トップ/ メンズ/ ウェア・服/ トップス/ パーカー(フーディー)/ スポーツウェア/ Z.N.E./ Z.N.E. プレミアム フルジップ フード付きトラックジャケット,https://shop.adidas.jp/product/IN5087,スポーツウェア,Z.N.E. プレミアム フルジップ フード付きトラックジャケット,"12,320",https://shop.adidas.jp//photo/IN/IN5087/s-IN5087-on_model-standard_view-SetcSgIhvb.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を使用した、プレミアムなトラックジャケット。,忙しさの合間に必要不可欠なのが、休息の時間。力を抜いて、メンタル面でもバランスを取り戻すことが大切。このフルジップパーカーは、そこに到達するのを後押ししてくれる。この上ない快適な着心地をもたらす4方向に伸縮する上質な素材と、爽やかな感触を保つ汗を吸収するAEROREADYテクノロジーを採用している。背中のZ.N.E.のグラフィックがアクセント。ヘッドホンをつけてフードを被り、自分の心を見つめる時間を作ろう。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,"ルーズフィットフルジップ綿56％ / ポリエステル40％ / ポリウレタン4％（ダブルニット）4方向に伸縮するソフトな生地AEROREADYフロントにジップポケットリブ仕上げの袖口と裾背面センターに""Z.N.E.""のグラフィック商品番号：IN5087色：アークティックナイト",,,,,"ウェア・服, トップス, パーカー(フーディー), ジャージ, スポーツウェア, Z.N.E., MINI ME（ミニミー）, リオネル・メッシ, エアロレディ, リサイクル素材と再生可能素材, IKU93"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー Neuclassics トラックジャケット（ジャージ）,https://shop.adidas.jp/product/HM1868,オリジナルス,アディカラー Neuclassics トラックジャケット（ジャージ）,"9,680",https://shop.adidas.jp//photo/HM/HM1868/s-HM1868-on_model-standard_view-3gVqFLKswO.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル素材を一部使用した、ひねりの効いたトラックジャケット。,クールであることの定義は、世代ごとに書き換えられてきた。今の時代のクールを体現するのが、このトラックジャケット。片方の袖にあしらわれたスリーストライプスなど、なじみのあるディテールを予想外の場所に取り入れ、クラシックなスポーツスタイルを新鮮にアレンジしている。プラスチック廃棄物ゼロを目指すアディダスの取り組みの一つをカタチにした、リサイクル素材を60%以上使用したアイテム。,ルーズフィットフルジップ / スタンドカラーリサイクルポリエステル88% / ポリウレタン12%（二重織り）前にジップポケット伸縮性のある袖口ドローコードで調節可能な裾商品番号：HM1868色：ブラック生産国：Vietnam,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, リサイクル素材一部使用, RO361"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー Neuclassics トラックジャケット（ジャージ）,https://shop.adidas.jp/product/IP6507,オリジナルス,アディカラー Neuclassics トラックジャケット（ジャージ）,"8,360",https://shop.adidas.jp//photo/IP/IP6507/s-IP6507-on_model-standard_view-Tr06xIpUgV.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用したトラックジャケット。,驚くほどソフトで通気性に優れた素材が、この定番ジャケットのデザインの秘密となっている。立ち襟を備えたルーズフィットのフルジップスタイルは重ね着にぴったりで、思い通りのアレンジが楽しめる。携帯電話や鍵を手元にしまっておける、ジップ付きサイドポケットを装備。また、片腕にあしらったスリーストライプスがスポーティーなアクセントになっている。スポンジのような独特の風合いを持つ、柔らかなコットン混紡のスペーサー生地が快適な着心地をもたらす。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,ルーズフィットダブルフルジップの前開き / スタンドカラー綿66% / リサイクルポリエステル34%（スペーサー）柔らかな肌触り両サイドにジップポケット袖と裾にカフ商品番号：IP6507色：シャドーバイオレット,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, リサイクル素材と再生可能素材, DCN73"
トップ/ ユニセックス/ ウェア・服/ アウター/ ジャケット/ オリジナルス/ ウィンターコレクション/ ファートラックジャケット,https://shop.adidas.jp/product/HR3484,オリジナルス,ファートラックジャケット,"14,080",https://shop.adidas.jp//photo/HR/HR3484/s-HR3484-on_model-standard_unisex_pair_shot-c0KuCX5hv3.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル素材を一部使用した、存在感のあるフェイクファージャケット。,今日はリュクスなスタイルで出かけよう。このアディダスジャケットは、とびきりソフトなポリエステル製フェイクファーで仕立てた、スポーティーな一着。タイムレスなトレフォイルを、身頃から片袖にかけて大きく抽象的にあしらったインパクトのあるデザイン。ジップをスタンドカラーまでしっかり上げれば、エッジの効いたスタイルに。ドローコードを調節して裾を絞ったり、ルーズに着たりと、アレンジは思いのまま。 バージン素材の生産による環境への悪影響を防ぐため、裁断スクラップなどの生産廃棄物や、家庭から出る消費財廃棄物から生まれたリサイクル素材を一部使用。,フルジップ / スタンドカラーポリエステル100%（フェイクファー）サイドポケットドローコードで調節可能な裾商品番号：HR3484色：リネングリーン/オフホワイト生産国：China,,,,,"ウェア・服, アウター, ジャケット, オリジナルス, ウィンターコレクション, リサイクル素材, BXB27"
